"species_code","scientific_name","common_name","is_resident","breeding_quality","breeding_start","breeding_end","nonbreeding_quality","nonbreeding_start","nonbreeding_end","postbreeding_migration_quality","postbreeding_migration_start","postbreeding_migration_end","prebreeding_migration_quality","prebreeding_migration_start","prebreeding_migration_end","resident_quality","resident_start","resident_end","has_trends","trends_season","trends_region","trends_start_year","trends_end_year","trends_start_date","trends_end_date","rsquared","beta0"
"norlap","Vanellus vanellus","Northern Lapwing",FALSE,"3",2022-04-26,2022-08-30,"3",2022-12-27,2022-01-18,"3",2022-09-06,2022-12-20,"3",2022-01-25,2022-04-19,NA,NA,NA,TRUE,"breeding","iberia",2014,2022,"04-26","08-30",0.610847151194636,1.6622982088891
"normoc","Mimus polyglottos","Northern Mockingbird",FALSE,"3",2022-06-07,2022-08-09,"3",2022-11-29,2022-03-01,"3",2022-08-16,2022-11-22,"3",2022-03-08,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","08-09",0.906532824598522,-0.103768949051574
"norpar","Setophaga americana","Northern Parula",FALSE,"3",2022-06-21,2022-07-26,"3",2022-12-06,2022-02-01,"3",2022-08-02,2022-11-29,"3",2022-02-08,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","07-26",0.86265427423088,0.0959261822825562
"norpin","Anas acuta","Northern Pintail",FALSE,"2",2022-06-07,2022-07-19,"2",2022-12-20,2022-01-18,"2",2022-07-26,2022-12-13,"2",2022-01-25,2022-05-31,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-20","01-18",0.668762447781993,0.325460054528761
"norsho","Spatula clypeata","Northern Shoveler",FALSE,"2",2022-06-21,2022-07-19,"2",2022-12-20,2022-01-25,"2",2022-07-26,2022-12-13,"2",2022-02-01,2022-05-10,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-20","01-25",0.730337709880921,0.187093901621972
"norshr4","Lanius borealis","Northern Shrike",FALSE,"2",2022-05-17,2022-08-30,"2",2022-11-29,2022-01-25,"2",2022-09-06,2022-11-22,"2",2022-02-01,2022-05-10,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-29","01-25",0.878432176113489,0.46951228636855
"norwat","Parkesia noveboracensis","Northern Waterthrush",FALSE,"3",2022-06-14,2022-07-12,"3",2022-11-01,2022-03-22,"3",2022-07-19,2022-10-25,"3",2022-03-29,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","07-12",0.840240211233228,0.235120732408316
"nrwswa","Stelgidopteryx serripennis","Northern Rough-winged Swallow",FALSE,"3",2022-05-24,2022-07-12,"3",2022-12-06,2022-01-25,"3",2022-07-19,2022-11-29,"3",2022-02-01,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","07-12",0.897348303443342,0.0864493846667264
"nstspa","Ammospiza nelsoni","Nelson's Sparrow",FALSE,"3",2022-06-21,2022-07-26,"3",2022-12-13,2022-03-15,"2",2022-08-02,2022-12-06,"2",2022-03-22,2022-06-14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"nswowl","Aegolius acadicus","Northern Saw-whet Owl",FALSE,"2",2022-04-19,2022-06-14,"2",2022-12-06,2022-01-18,"2",2022-09-13,2022-11-29,"1",2022-04-12,2022-04-12,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-19","06-14",0.600918541811556,0.069220116522964
"nutman","Lonchura punctulata","Scaly-breasted Munia",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2015,2022,"05-03","08-02",0.780243251261665,0.366703104750983
"nutwoo","Dryobates nuttallii","Nuttall's Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-06","03-15",0.920220077159628,-0.0232679795310998
"oaktit","Baeolophus inornatus","Oak Titmouse",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"12-06","03-15",0.930910737160935,0.223296107703288
"oashum1","Rhodopis vesper","Oasis Hummingbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-03-29,2022-07-19,TRUE,"resident","south_america",2015,2022,"03-08","05-31",0.53104332389636,-0.249222321054283
"ocetur1","Meleagris ocellata","Ocellated Turkey",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"06-14","11-15",0.452349248048504,3.696915165967
"olbeup1","Euphonia gouldi","Olive-backed Euphonia",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"olispa","Arremonops rufivirgatus","Olive Sparrow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","04-26",0.88927306890208,0.376489550549037
"oliwar","Peucedramus taeniatus","Olive Warbler",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-18","06-07",0.707439734280406,-0.909792311204629
"olsfly","Contopus cooperi","Olive-sided Flycatcher",FALSE,"3",2022-06-21,2022-07-19,"3",2022-11-15,2022-02-15,"3",2022-07-26,2022-11-08,"3",2022-02-22,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","07-26",0.787006235352899,0.280857687235422
"oltpar1","Eupsittula nana","Olive-throated Parakeet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-04","03-22",0.842105012182546,-0.143250778487488
"orbspa1","Arremon aurantiirostris","Orange-billed Sparrow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","05-10",0.803207032760392,0.55632356216704
"orcori","Icterus spurius","Orchard Oriole",FALSE,"3",2022-05-31,2022-06-28,"3",2022-11-01,2022-03-15,"3",2022-07-05,2022-10-25,"3",2022-03-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","06-28",0.916459318286157,-0.0943093671859909
"orcpar","Brotogeris jugularis","Orange-chinned Parakeet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","05-10",0.818740016759648,-0.515640740631422
"orcwar","Leiothlypis celata","Orange-crowned Warbler",FALSE,"3",2022-06-21,2022-07-12,"3",2022-12-06,2022-02-01,"3",2022-07-19,2022-11-29,"3",2022-02-08,2022-06-14,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-21","07-12",0.819729233805476,0.072230830162679
"orfpar","Eupsittula canicularis","Orange-fronted Parakeet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"08-23","01-11",0.796812671575364,0.113894366559141
"origre","Chloris sinica","Oriental Greenfinch",FALSE,"1",2022-06-07,2022-07-12,"2",2022-11-08,2022-01-11,"1",2022-08-02,2022-09-20,"1",2022-03-29,2022-04-19,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"orihob2","Pernis ptilorhynchus","Oriental Honey-buzzard",FALSE,"1",2022-06-14,2022-07-12,"2",2022-11-22,2022-04-05,"2",2022-08-23,2022-11-15,"2",2022-04-12,2022-05-24,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"ortdov","Streptopelia orientalis","Oriental Turtle-Dove",FALSE,"1",2022-06-07,2022-07-05,"2",2022-11-29,2022-04-05,"2",2022-07-12,2022-11-22,"2",2022-04-12,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"osprey","Pandion haliaetus","Osprey",FALSE,"2",2022-06-07,2022-07-12,"2",2022-12-13,2022-02-08,"2",2022-07-19,2022-12-06,"2",2022-02-15,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-12",0.85093548445053,0.0225572592164156
"ovenbi1","Seiurus aurocapilla","Ovenbird",FALSE,"3",2022-06-14,2022-07-26,"3",2022-11-22,2022-03-08,"3",2022-08-02,2022-11-15,"3",2022-03-15,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","07-26",0.847287846698635,0.182276560629304
"pacloo","Gavia pacifica","Pacific Loon",FALSE,"3",2022-06-21,2022-07-12,"3",2022-12-27,2022-02-01,"3",2022-07-19,2022-12-20,"3",2022-04-12,2022-06-14,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"pacswa1","Hirundo tahitica","Pacific Swallow",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",2022-01-04,2022-12-27,TRUE,"resident","taiwan",2011,2021,"08-30","01-18",0.857682232634683,-0.260842624846616
"pacwre1","Troglodytes pacificus","Pacific Wren",FALSE,"3",2022-05-03,2022-08-09,"3",2022-11-29,2022-02-22,"3",2022-08-16,2022-11-22,"3",2022-03-01,2022-04-26,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-03","08-09",0.828888601605118,0.44120291497599
"paibun","Passerina ciris","Painted Bunting",FALSE,"3",2022-05-24,2022-07-05,"3",2022-11-15,2022-03-22,"3",2022-07-12,2022-11-08,"3",2022-03-29,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","07-05",0.859230612965855,0.508636992279515
"paired","Myioborus pictus","Painted Redstart",FALSE,"3",2022-04-05,2022-08-09,"3",2022-10-25,2022-02-15,"3",2022-08-16,2022-09-27,"3",2022-02-22,2022-03-29,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-05","08-09",0.77219664396133,0.344426467205827
"paltan1","Thraupis palmarum","Palm Tanager",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"08-30","12-27",0.862220592875137,-0.111611167037998
"palthr1","Turdus pallidus","Pale Thrush",FALSE,"2",2022-05-31,2022-07-26,"2",2022-11-22,2022-03-22,"2",2022-08-02,2022-11-15,"2",2022-03-29,2022-04-05,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"paltyr3","Zimmerius parvus","Mistletoe Tyrannulet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"palwar","Setophaga palmarum","Palm Warbler",FALSE,"3",2022-05-31,2022-07-12,"3",2022-11-22,2022-03-22,"3",2022-08-30,2022-11-15,"3",2022-03-29,2022-05-24,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-22","03-22",0.805017635220368,0.299353223192334
"parjae","Stercorarius parasiticus","Parasitic Jaeger",FALSE,"2",2022-06-14,2022-06-28,"1",2022-12-06,2022-03-22,"1",2022-08-30,2022-11-29,"1",2022-03-29,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","06-28",0.708388025227383,0.582459605462009
"parshe1","Tadorna variegata","Paradise Shelduck",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"04-05","10-25",0.710434348194856,0.185372807537968
"pecsan","Calidris melanotos","Pectoral Sandpiper",FALSE,"2",2022-06-14,2022-06-21,"3",2022-11-29,2022-02-08,"2",2022-06-28,2022-11-22,"2",2022-02-15,2022-06-07,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"pelcor","Urile pelagicus","Pelagic Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-22","03-15",0.737355231542575,0.974985893593491
"perboo1","Sula variegata","Peruvian Booby",FALSE,"2",2022-12-20,2022-04-05,"2",2022-05-03,2022-09-27,"0",NA,NA,"0",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"perfal","Falco peregrinus","Peregrine Falcon",FALSE,"2",2022-06-07,2022-07-19,"2",2022-11-29,2022-02-15,"2",2022-07-26,2022-11-22,"2",2022-02-22,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-19",0.843231845076929,0.337034782356834
"perpel1","Pelecanus thagus","Peruvian Pelican",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"03-29","07-12",0.473868217845482,0.970449744645522
"phaino","Phainopepla nitens","Phainopepla",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","05-10",0.854595309604304,0.301517319743347
"phivir","Vireo philadelphicus","Philadelphia Vireo",FALSE,"3",2022-06-14,2022-07-26,"3",2022-11-29,2022-03-29,"3",2022-08-09,2022-11-22,"3",2022-04-05,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","07-26",0.745556885095051,0.629253464745118
"phtjac1","Hydrophasianus chirurgus","Pheasant-tailed Jacana",FALSE,"1",2022-05-31,2022-07-19,"1",2022-11-08,2022-04-12,"1",2022-07-26,2022-11-01,"1",2022-04-19,2022-05-24,NA,NA,NA,TRUE,"breeding","india_se_asia",2015,2022,"05-31","07-19",0.706015946338897,-0.415648064783424
"pibgre","Podilymbus podiceps","Pied-billed Grebe",FALSE,"3",2022-05-31,2022-06-28,"3",2022-12-20,2022-02-15,"3",2022-07-05,2022-12-13,"3",2022-02-22,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","06-28",0.881652446069111,0.509362582484562
"picpig2","Patagioenas picazuro","Picazuro Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"03-15","06-28",0.709926780330964,0.303518026503646
"piecor1","Phalacrocorax varius","Pied Cormorant",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"piecur1","Strepera graculina","Pied Currawong",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"07-19","08-30",0.795948372952124,-0.0715581777241251
"piekin1","Ceryle rudis","Pied Kingfisher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2014,2021,"08-30","01-11",0.821631532649526,0.331135166917103
"pieoys1","Haematopus longirostris","Pied Oystercatcher",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"08-02","11-29",0.595524693226206,0.625464958937491
"piesti1","Himantopus leucocephalus","Pied Stilt",FALSE,"2",2022-05-17,2022-09-06,"2",2022-09-13,2022-05-03,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","aus_nz",2014,2022,"05-17","09-06",0.628509596208707,0.992878285339331
"pigdov1","Columbina picui","Picui Ground Dove",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"02-15","06-21",0.786344879997992,0.460763709210815
"piggui","Cepphus columba","Pigeon Guillemot",FALSE,"2",2022-04-12,2022-06-21,"2",2022-11-01,2022-02-15,"2",2022-09-06,2022-10-25,"2",2022-02-22,2022-04-05,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-12","06-21",0.652640627960469,0.965758097507326
"pilwoo","Dryocopus pileatus","Pileated Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-18","05-03",0.825950057435476,-0.428011978340429
"pingro","Pinicola enucleator","Pine Grosbeak",FALSE,"2",2022-04-26,2022-09-13,"2",2022-11-29,2022-03-01,"2",2022-09-20,2022-11-22,"2",2022-03-08,2022-04-19,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"11-22","03-01",0.881666572924761,0.377253927033505
"pinjay","Gymnorhinus cyanocephalus","Pinyon Jay",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"03-01","05-10",0.749247220518404,0.596669320125291
"pinsis","Spinus pinus","Pine Siskin",FALSE,"2",2022-06-14,2022-08-09,"3",2022-12-06,2022-03-29,"3",2022-08-16,2022-11-29,"3",2022-04-05,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","08-09",0.813290145188479,-0.0104829798584967
"pinwar","Setophaga pinus","Pine Warbler",FALSE,"3",2022-05-31,2022-08-09,"3",2022-11-29,2022-01-25,"3",2022-08-16,2022-11-22,"3",2022-02-01,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-09",0.863771849645741,0.0121607491946817
"pipplo","Charadrius melodus","Piping Plover",FALSE,"3",2022-05-31,2022-06-21,"3",2022-11-08,2022-02-22,"3",2022-06-28,2022-11-01,"3",2022-03-01,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","06-21",0.801795826361692,0.508603001380331
"placha","Ortalis vetula","Plain Chachalaca",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"01-25","05-10",0.798865508603771,0.0169175100407954
"plawre1","Cantorchilus modestus","Cabanis's Wren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"05-03","08-09",0.771951561438491,0.135720286702792
"plhpar1","Psittacula cyanocephala","Plum-headed Parakeet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2014,2021,"10-04","03-08",0.792218961274346,0.204894148086273
"plsvir","Vireo plumbeus","Plumbeous Vireo",FALSE,"3",2022-06-14,2022-08-09,"3",2022-11-08,2022-02-15,"3",2022-08-16,2022-11-01,"3",2022-02-22,2022-06-07,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-14","08-09",0.883731604714504,0.208999304297305
"pmtspi1","Leptasthenura aegithaloides","Plain-mantled Tit-Spinetail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-03-29,2022-07-26,TRUE,"resident","south_america",2015,2022,"02-15","06-07",0.792516001111618,-0.0795125402727937
"pomjae","Stercorarius pomarinus","Pomarine Jaeger",FALSE,"2",2022-05-31,2022-06-28,"0",NA,NA,"1",2022-07-05,2022-12-20,"1",2022-03-01,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","06-28",0.642417116960062,0.309165469212767
"prafal","Falco mexicanus","Prairie Falcon",FALSE,"3",2022-05-17,2022-07-05,"3",2022-11-22,2022-02-22,"3",2022-07-12,2022-11-15,"3",2022-03-01,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","07-05",0.774623434112986,1.10511868306874
"prawar","Setophaga discolor","Prairie Warbler",FALSE,"3",2022-05-24,2022-07-05,"3",2022-11-15,2022-03-08,"3",2022-07-12,2022-11-08,"3",2022-03-15,2022-05-17,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-24","07-05",0.826279327190722,0.122828863066339
"prowar","Protonotaria citrea","Prothonotary Warbler",FALSE,"3",2022-05-10,2022-07-12,"2",2022-11-15,2022-02-22,"3",2022-07-19,2022-11-08,"3",2022-03-01,2022-05-03,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","07-12",0.842312813646384,0.466679916892132
"purfin","Haemorhous purpureus","Purple Finch",FALSE,"3",2022-05-31,2022-08-09,"3",2022-12-27,2022-01-25,"3",2022-08-16,2022-12-20,"3",2022-02-01,2022-05-24,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-31","08-09",0.866075207228965,0.0989959403446033
"purgal2","Porphyrio martinica","Purple Gallinule",FALSE,"3",2022-05-10,2022-08-23,"3",2022-11-22,2022-02-15,"3",2022-08-30,2022-11-15,"3",2022-02-22,2022-05-03,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-10","08-23",0.779112111780875,0.219478266812423
"purmar","Progne subis","Purple Martin",FALSE,"3",2022-05-17,2022-06-21,"2",2022-11-01,2022-12-27,"2",2022-06-28,2022-10-25,"2",2022-01-04,2022-05-10,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"05-17","06-21",0.865494507733233,0.0273632458171316
"pursan","Calidris maritima","Purple Sandpiper",FALSE,"1",2022-06-14,2022-06-28,"3",2022-12-13,2022-03-15,"2",2022-07-12,2022-12-06,"2",2022-03-22,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-13","03-15",0.829970208533026,0.964837647847884
"pursun3","Leptocoma zeylonica","Purple-rumped Sunbird",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2015,2022,"06-07","08-30",0.78728864859514,0.100540382337101
"purswa3","Porphyrio poliocephalus","Gray-headed Swamphen",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","india_se_asia",2014,2021,"10-18","01-11",0.634725270588236,0.153413533714332
"pygnut","Sitta pygmaea","Pygmy Nuthatch",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"03-01","06-14",0.854554427342681,0.355037269605389
"pygwoo1","Yungipicus kizuki","Japanese Pygmy Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","japan",2015,2021,"08-30","04-05",0.828155347053651,0.411298938620533
"pyrrhu","Cardinalis sinuatus","Pyrrhuloxia",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-01","03-15",0.836190645474175,0.287708218226684
"railor5","Trichoglossus moluccanus","Rainbow Lorikeet",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"04-19","08-02",0.846691628603315,0.205486353362967
"rawwre1","Thryophilus rufalbus","Rufous-and-white Wren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-08","08-09",0.767773773801581,0.253826840469137
"rebfai1","Malurus melanocephalus","Red-backed Fairywren",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2014,2022,"05-24","10-18",0.861214629374071,0.102483307574885
"rebfir1","Neochmia temporalis","Red-browed Firetail",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","aus_nz",2013,2021,"12-13","04-12",0.767838294486934,0.226394172048251
"rebhaw2","Geranoaetus polyosoma","Variable Hawk",FALSE,"3",2022-09-27,2022-04-05,"3",2022-04-12,2022-09-20,"0",NA,NA,"0",NA,NA,NA,NA,NA,TRUE,"breeding","south_america",2014,2021,"09-27","04-05",0.785832909894995,0.165350424846564
"reblei","Leiothrix lutea","Red-billed Leiothrix",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"rebmer","Mergus serrator","Red-breasted Merganser",FALSE,"2",2022-06-14,2022-07-19,"3",2022-12-20,2022-01-25,"2",2022-07-26,2022-12-13,"2",2022-02-01,2022-06-07,NA,NA,NA,TRUE,"nonbreeding","north_america",2011,2021,"12-20","01-25",0.704307730830273,0.529126304867131
"rebnut","Sitta canadensis","Red-breasted Nuthatch",FALSE,"3",2022-06-07,2022-07-19,"3",2022-11-01,2022-03-29,"3",2022-07-26,2022-10-25,"3",2022-04-05,2022-05-31,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"06-07","07-19",0.84280474814241,-0.452383222302139
"rebpig1","Patagioenas flavirostris","Red-billed Pigeon",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2012,2022,"02-01","05-10",0.851050820611074,0.109701824482341
"rebsap","Sphyrapicus ruber","Red-breasted Sapsucker",FALSE,"3",2022-04-26,2022-07-05,"3",2022-11-29,2022-02-08,"3",2022-07-12,2022-11-22,"3",2022-02-15,2022-04-19,NA,NA,NA,TRUE,"breeding","north_america",2012,2022,"04-26","07-05",0.844771502651423,0.798470732834263
"rebshr1","Lanius collurio","Red-backed Shrike",FALSE,"2",2022-06-07,2022-07-19,"2",2022-12-20,2022-03-08,"2",2022-07-26,2022-12-13,"2",2022-03-15,2022-05-31,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
"rebwoo","Melanerpes carolinus","Red-bellied Woodpecker",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","north_america",2011,2021,"11-15","05-03",0.931915060814239,0.0317230253987507
"reccar","Paroaria coronata","Red-crested Cardinal",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"02-01","07-05",0.805419875294289,0.341382789827671
"recdov1","Streptopelia tranquebarica","Red Collared-Dove",FALSE,"1",2022-05-31,2022-08-16,"1",2022-11-15,2022-03-29,"1",2022-08-23,2022-11-08,"1",2022-04-05,2022-05-24,NA,NA,NA,TRUE,"breeding","taiwan",2012,2022,"05-31","08-16",0.623825504129785,1.2674474160206
"recfin1","Coryphospingus cucullatus","Red-crested Finch",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",2022-01-04,2022-12-27,TRUE,"resident","south_america",2015,2022,"04-12","07-12",0.645002117550729,0.526077374605534
"recplo1","Anarhynchus ruficapillus","Red-capped Plover",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",2022-01-04,2022-12-27,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
